Order Date,Region,Category,Sales,Profit
2021-10-19,West,Furniture,2422.25,-219.67
2021-06-15,South,Office Supplies,4268.97,1213.44
2022-01-24,Central,Office Supplies,256.67,65.94
2023-04-13,South,Furniture,2453.12,-231.97
2021-10-22,East,Technology,3365.66,156.12
2020-09-03,Central,Furniture,4202.26,612.07
2020-09-20,Central,Office Supplies,3936.28,1108.38
2020-07-23,East,Technology,2794.44,814.38
2020-06-06,West,Technology,4992.19,763.06
2021-02-21,South,Technology,1095.92,-217.6
2020-03-23,East,Technology,4189.95,1224.42
2022-04-11,South,Office Supplies,2458.99,63.92
2022-12-29,West,Technology,422.14,-37.52
2021-08-27,West,Technology,3711.96,871.8
2023-09-23,West,Office Supplies,4002.94,-130.23
2023-10-09,West,Office Supplies,1288.88,170.22
2022-09-03,West,Office Supplies,4317.62,1279.84
2021-11-18,West,Office Supplies,158.84,-13.29
2020-05-24,Central,Furniture,2874.99,-292.25
2020-03-29,Central,Technology,767.74,-0.91
2023-08-05,Central,Office Supplies,2124.0,244.12
2022-07-09,West,Office Supplies,3172.03,-166.77
2021-10-13,Central,Office Supplies,3731.66,525.93
2020-12-06,South,Technology,4945.41,-536.23
2022-04-11,South,Technology,366.02,86.75
2023-09-06,West,Office Supplies,227.03,36.07
2022-01-29,South,Technology,1652.21,-183.91
2021-01-08,West,Furniture,1870.14,542.65
2023-05-12,West,Office Supplies,3983.54,628.57
2020-07-29,South,Technology,1086.68,122.01
2020-05-09,East,Furniture,2481.47,-167.76
2023-12-31,West,Technology,3459.07,-378.49
2022-08-11,West,Furniture,4036.83,632.62
2022-02-12,East,Technology,3822.71,842.68
2022-11-28,Central,Furniture,2917.41,-248.0
2022-02-02,East,Furniture,2734.67,639.99
2021-06-15,Central,Office Supplies,2477.05,-130.83
2023-04-02,West,Office Supplies,4396.56,-290.2
2022-06-01,East,Technology,4814.08,322.52
2020-06-11,East,Technology,759.4,-144.2
2023-08-11,South,Technology,184.3,-2.85
2021-05-18,West,Office Supplies,638.29,-25.13
2022-10-12,Central,Technology,3485.88,601.98
2023-01-15,East,Technology,518.41,-63.3
2021-12-28,South,Office Supplies,3025.29,-493.36
2020-09-21,East,Technology,4265.31,1054.91
2020-04-10,South,Furniture,4908.0,113.1
2022-12-30,East,Technology,3021.39,-229.86
2023-01-06,East,Technology,2604.91,369.69
2023-11-02,East,Office Supplies,2945.83,155.69
2021-07-24,South,Technology,1964.37,541.9
2020-08-27,Central,Furniture,4345.16,-376.88
2020-08-21,West,Furniture,207.01,54.36
2020-07-04,West,Office Supplies,1728.88,-224.25
2021-02-03,West,Office Supplies,4110.4,168.19
2021-11-17,South,Technology,4308.18,-315.97
2023-12-11,East,Furniture,2501.15,-424.14
2022-05-06,Central,Office Supplies,1274.58,300.19
2021-02-27,West,Office Supplies,2016.73,-4.78
2020-10-04,South,Furniture,728.93,169.54
2020-03-10,West,Furniture,3338.04,148.13
2021-02-06,West,Furniture,426.15,1.52
2021-07-18,South,Technology,4910.3,-87.36
2020-04-14,East,Technology,1134.26,207.75
2020-10-23,East,Technology,1709.72,-129.58
2022-11-08,West,Office Supplies,3954.37,-759.58
2020-01-04,East,Furniture,789.98,87.13
2023-09-28,Central,Technology,4030.27,1106.24
2021-01-19,East,Technology,3903.22,-736.48
2023-11-22,West,Office Supplies,1938.37,-209.5
2022-04-12,West,Office Supplies,4877.21,-830.51
2021-12-07,East,Furniture,1350.63,302.31
2023-06-03,Central,Technology,4531.54,614.41
2021-08-03,East,Furniture,4601.98,-764.97
2023-03-31,West,Office Supplies,2889.07,208.25
2021-05-23,Central,Office Supplies,3830.69,-207.38
2022-01-06,South,Furniture,3178.43,488.51
2022-03-07,West,Office Supplies,4943.02,643.08
2022-07-13,East,Office Supplies,4891.24,68.52
2023-06-15,South,Office Supplies,4099.51,-33.92
2022-07-28,Central,Furniture,2585.11,582.16
2020-04-14,South,Office Supplies,1644.66,421.1
2020-10-12,South,Office Supplies,4612.42,421.05
2021-04-25,South,Office Supplies,228.59,-26.55
2023-03-30,West,Office Supplies,441.29,25.56
2021-01-19,Central,Technology,1561.61,319.07
2022-01-27,South,Furniture,2078.08,-281.1
2022-09-08,East,Furniture,3913.77,-172.77
2023-09-07,West,Furniture,2273.1,-46.36
2023-12-26,West,Office Supplies,4082.89,-2.8
2020-05-26,West,Office Supplies,4372.28,1310.35
2023-12-05,South,Office Supplies,547.12,-35.94
2023-04-16,Central,Office Supplies,2845.93,-412.22
2022-06-15,South,Office Supplies,970.26,85.41
2022-12-03,West,Office Supplies,879.38,117.65
2021-12-04,Central,Furniture,4719.64,-399.3
2023-04-07,East,Technology,3250.38,644.66
2022-05-19,Central,Technology,3255.77,945.35
2023-05-25,Central,Furniture,4579.72,1334.05
2021-12-22,Central,Furniture,2548.72,354.05
2022-01-29,Central,Technology,3332.35,992.07
2022-12-16,East,Technology,1714.32,-335.19
2023-09-28,Central,Office Supplies,4101.04,-352.66
2023-02-27,East,Technology,3124.3,-76.63
2021-03-08,West,Technology,4934.19,1065.96
2020-03-08,East,Furniture,539.84,57.02
2020-10-08,West,Office Supplies,4255.94,1084.16
2021-12-06,South,Technology,1398.65,232.2
2023-05-27,East,Technology,1515.98,-95.73
2023-10-09,West,Office Supplies,4730.88,-837.93
2020-01-05,Central,Furniture,3051.99,632.23
2021-06-21,Central,Furniture,2802.48,840.58
2023-11-29,South,Technology,2149.36,254.18
2022-06-24,South,Furniture,2489.85,-55.6
2022-08-19,East,Furniture,217.57,40.55
2020-02-07,West,Technology,4444.13,669.99
2022-04-30,South,Technology,3417.45,591.17
2023-04-06,West,Furniture,4338.55,208.53
2023-12-17,West,Office Supplies,1803.77,-189.08
2022-09-08,South,Office Supplies,2209.57,311.3
2020-11-12,South,Technology,3341.25,721.13
2020-02-16,East,Technology,1793.85,192.95
2023-04-22,West,Technology,4068.06,807.64
2022-10-04,Central,Furniture,2089.31,432.75
2021-09-09,Central,Office Supplies,708.85,-128.12
2020-11-02,West,Technology,2245.8,586.19
2022-05-23,East,Furniture,2813.82,715.08
2023-10-17,South,Furniture,985.21,-134.13
2023-04-11,East,Technology,1106.1,-76.58
2022-12-07,Central,Furniture,2108.7,455.01
2020-04-24,East,Furniture,3214.36,-216.46
2023-08-19,Central,Furniture,319.9,78.34
2023-04-07,South,Technology,1913.8,-103.34
2021-01-14,West,Furniture,2961.52,-42.71
2022-12-24,Central,Technology,168.61,17.46
2020-08-17,Central,Furniture,3842.56,-111.43
2022-10-21,South,Office Supplies,3528.89,-14.07
2021-09-12,South,Technology,4903.02,-729.59
2022-11-14,Central,Technology,611.33,80.27
2020-04-01,South,Office Supplies,3026.58,-122.18
2022-05-18,South,Furniture,2857.53,-266.02
2023-06-20,West,Technology,4931.34,264.2
2022-10-21,Central,Technology,3627.57,-20.91
2020-04-17,Central,Furniture,3117.75,434.03
2021-08-24,South,Technology,3142.82,-155.77
2023-04-04,East,Office Supplies,2224.81,586.55
2022-06-10,South,Technology,1417.54,125.02
2022-06-16,West,Technology,3704.26,-94.75
2022-07-27,West,Office Supplies,1076.64,124.2
2022-07-30,East,Technology,706.89,107.51
2021-04-14,West,Furniture,4583.36,1024.55
2023-07-10,East,Furniture,1092.2,-83.51
2022-06-23,Central,Furniture,1545.58,96.95
2021-07-12,Central,Furniture,2811.77,-407.81
2021-04-13,West,Furniture,934.05,201.7
2020-09-18,West,Furniture,1117.0,208.92
2021-12-28,South,Furniture,3695.06,347.42
2020-01-22,West,Furniture,3263.9,943.14
2020-08-26,Central,Furniture,2966.39,-569.23
2022-06-30,West,Office Supplies,737.79,138.95
2023-03-14,East,Technology,1951.24,400.71
2023-07-26,South,Furniture,1287.78,-36.87
2021-11-23,East,Office Supplies,503.38,84.95
2022-05-31,South,Technology,3249.09,479.81
2022-08-12,East,Office Supplies,632.42,-43.28
2022-12-13,South,Office Supplies,4432.23,-152.41
2021-09-30,East,Office Supplies,608.07,-104.85
2022-02-15,Central,Furniture,2109.22,376.28
2020-01-13,South,Technology,4823.42,252.69
2022-11-22,Central,Office Supplies,2516.55,675.06
2021-03-21,South,Furniture,1245.96,240.06
2022-08-08,East,Technology,3100.38,-361.24
2023-01-12,South,Office Supplies,1671.4,246.91
2022-04-13,East,Office Supplies,3204.47,282.96
2020-10-26,Central,Technology,829.12,142.31
2020-06-21,Central,Furniture,1969.53,-167.96
2022-11-26,East,Technology,1249.35,239.31
2022-01-20,South,Office Supplies,1322.89,17.97
2020-09-23,East,Furniture,2182.33,17.31
2020-03-09,Central,Furniture,1433.2,163.67
2021-07-29,South,Technology,3774.72,225.22
2022-01-24,Central,Office Supplies,1692.34,323.25
2023-08-07,West,Furniture,1899.93,-131.83
2021-07-12,Central,Technology,255.58,-20.21
2020-05-09,East,Technology,4590.06,1058.97
2020-01-04,South,Technology,744.61,183.03
2023-11-04,West,Furniture,3001.5,775.47
2020-12-06,East,Office Supplies,3875.56,-575.6
2022-05-02,Central,Furniture,2033.83,435.64
2022-10-21,West,Technology,3183.65,851.53
2021-10-31,East,Office Supplies,1223.95,-37.98
2021-04-02,East,Office Supplies,554.26,-37.77
2022-11-01,Central,Furniture,221.09,2.46
2021-11-29,East,Furniture,4884.86,-406.43
2022-11-04,West,Technology,58.66,-10.3
2020-08-01,East,Office Supplies,4119.03,1110.82
2022-07-11,West,Office Supplies,2475.25,486.29
2021-06-12,East,Technology,4853.88,-564.63
2023-07-12,East,Office Supplies,73.52,1.46
2021-10-17,Central,Furniture,935.46,-168.68
2020-11-15,East,Office Supplies,2300.46,-190.55
2022-08-23,South,Technology,4519.98,126.99
2022-03-13,West,Technology,504.74,-17.22
2020-01-10,Central,Furniture,1622.54,-227.02
2021-06-24,East,Office Supplies,258.12,62.23
2020-07-12,South,Office Supplies,4367.2,1301.6
2020-08-01,South,Furniture,2949.93,131.48
2021-09-18,South,Furniture,2093.47,415.38
2021-01-24,Central,Office Supplies,3090.83,669.9
2020-04-22,South,Office Supplies,4297.48,-796.58
2022-05-22,West,Furniture,3866.14,-208.35
2023-01-13,Central,Technology,1144.66,22.14
2023-11-06,Central,Office Supplies,1261.9,-171.96
2023-03-20,West,Technology,2191.77,-338.75
2021-10-21,Central,Technology,4965.6,519.73
2022-11-18,South,Furniture,2208.08,-90.81
2021-12-12,Central,Furniture,638.76,184.45
2022-05-31,Central,Office Supplies,4796.31,-466.61
2020-09-15,East,Office Supplies,620.91,104.63
2023-08-07,Central,Office Supplies,746.19,-28.16
2022-02-26,West,Technology,1290.18,10.37
2022-03-19,South,Office Supplies,2827.57,-192.18
2021-06-15,Central,Furniture,3552.49,-300.74
2023-06-07,West,Technology,2302.36,-278.21
2020-01-08,East,Furniture,3798.98,522.81
2022-05-23,East,Furniture,804.04,56.3
2022-11-24,Central,Technology,1710.53,-278.41
2022-08-31,South,Technology,3799.5,667.49
2021-07-05,Central,Office Supplies,1669.89,-94.11
2022-02-15,East,Furniture,1587.35,-237.64
2021-12-29,Central,Office Supplies,224.48,31.97
2022-07-31,Central,Technology,2434.22,639.37
2023-07-04,South,Technology,2410.26,722.93
2020-07-12,West,Technology,1654.74,-226.29
2020-10-14,East,Office Supplies,1854.91,230.05
2023-03-19,West,Furniture,154.21,8.29
2022-06-24,East,Technology,1863.47,464.65
2022-05-12,West,Technology,365.29,50.12
2023-06-17,Central,Office Supplies,4741.12,850.4
2021-06-11,South,Technology,1143.6,197.96
2023-06-27,South,Office Supplies,4343.34,1076.95
2022-03-06,South,Technology,2401.38,-381.74
2022-05-11,Central,Technology,3947.08,902.78
2021-10-28,Central,Technology,2194.85,18.66
2022-03-06,South,Technology,983.85,238.14
2023-05-21,East,Furniture,2221.78,-375.85
2020-04-26,Central,Technology,1785.71,202.71
2020-12-08,East,Furniture,4373.91,264.61
2021-01-05,South,Technology,2771.7,-502.14
2020-02-01,South,Office Supplies,3436.84,-649.88
2023-10-01,South,Technology,972.49,280.99
2023-08-25,Central,Office Supplies,162.18,48.37
2023-06-08,West,Office Supplies,4484.33,-700.66
2022-09-06,Central,Technology,1653.89,455.61
2020-11-21,South,Office Supplies,2142.0,-230.51
2023-06-05,South,Technology,849.79,121.53
2022-07-30,South,Office Supplies,1287.19,-141.68
2020-05-07,West,Office Supplies,2986.22,-570.71
2020-07-09,South,Technology,2455.2,-293.37
2023-07-05,Central,Technology,2801.33,-349.23
2023-07-06,West,Technology,2111.33,482.99
2020-08-31,Central,Technology,1745.84,189.71
2020-09-03,South,Furniture,2396.81,282.96
2023-07-29,East,Office Supplies,2762.55,-417.24
2022-01-18,East,Office Supplies,3809.69,-165.85
2020-01-28,East,Office Supplies,1159.74,327.81
2022-09-10,West,Office Supplies,2700.58,-34.91
2022-04-07,South,Technology,412.96,12.91
2021-07-11,East,Technology,682.35,119.62
2021-10-21,East,Technology,4087.64,168.43
2023-06-18,Central,Technology,2414.14,236.24
2022-02-11,Central,Office Supplies,2662.67,601.7
2021-08-30,Central,Furniture,1601.5,317.38
2022-04-05,West,Technology,3642.27,-313.22
2021-09-14,Central,Office Supplies,1780.2,76.13
2022-10-12,Central,Office Supplies,4365.04,699.19
2022-06-04,East,Technology,2470.91,305.88
2023-12-18,Central,Technology,2977.69,115.82
2022-05-08,East,Technology,4170.58,548.04
2023-12-08,South,Office Supplies,2465.12,-398.39
2023-12-19,South,Technology,3720.19,-140.7
2022-05-01,South,Technology,1653.42,-8.54
2022-01-11,Central,Technology,2344.09,521.11
2023-01-21,West,Furniture,4561.51,43.9
2023-05-04,East,Furniture,4377.48,349.43
2023-02-27,West,Technology,3500.24,-406.46
2020-06-03,Central,Office Supplies,2407.98,330.86
2021-01-16,Central,Furniture,2662.78,472.7
2022-12-23,East,Furniture,1587.6,253.68
2022-07-28,Central,Furniture,1439.71,-22.47
2021-06-19,South,Office Supplies,1340.66,-172.19
2022-11-03,West,Office Supplies,3932.92,376.94
2023-07-03,South,Technology,2909.47,503.53
2023-08-10,East,Technology,655.07,-39.36
2023-07-26,South,Technology,2707.0,0.65
2022-12-06,Central,Furniture,2492.18,-19.12
2020-03-06,West,Furniture,2833.42,46.04
2021-12-22,West,Technology,1693.26,-17.41
2021-02-02,West,Office Supplies,1798.48,391.17
2022-11-05,Central,Technology,1300.5,267.49
2020-12-12,East,Technology,4023.45,717.13
2023-11-08,East,Office Supplies,1632.52,432.02
2021-04-07,Central,Technology,220.43,8.52
2020-11-12,South,Office Supplies,2146.08,-257.61
2021-12-02,West,Technology,3372.34,-9.64
2021-12-18,South,Furniture,4673.61,-882.92
2020-02-03,West,Furniture,1792.82,530.31
2023-12-17,South,Furniture,4711.69,1271.03
2022-08-25,East,Technology,4226.37,-520.31
2021-06-01,West,Office Supplies,2045.21,160.85
2021-09-30,East,Technology,1958.58,247.84
2023-04-03,West,Office Supplies,2625.66,385.21
2020-08-29,East,Office Supplies,1227.22,147.1
2020-04-12,South,Technology,4876.63,172.85
2020-06-18,West,Furniture,4607.1,-427.17
2020-01-22,Central,Office Supplies,1034.72,83.84
2021-08-03,South,Furniture,429.49,118.52
2023-03-01,Central,Technology,2731.94,752.05
2020-05-29,West,Office Supplies,4084.37,-764.88
2021-07-07,West,Furniture,438.23,28.47
2022-06-29,South,Office Supplies,1248.39,371.47
2021-10-09,South,Technology,4848.85,570.17
2021-05-14,South,Technology,4453.7,-173.75
2020-01-19,East,Technology,4722.63,-335.24
2020-03-18,East,Office Supplies,2988.65,443.63
2021-09-05,Central,Furniture,2749.72,225.92
2021-09-09,East,Office Supplies,4124.51,919.0
2021-01-07,West,Furniture,4008.78,-122.12
2020-09-07,West,Furniture,2054.07,29.09
2023-09-17,East,Technology,874.4,-58.67
2021-02-13,East,Office Supplies,2389.82,-319.05
2022-01-09,South,Office Supplies,2022.24,54.55
2023-07-25,South,Technology,3940.41,-385.39
2021-11-28,West,Office Supplies,1340.05,157.24
2023-10-07,South,Technology,840.7,-93.89
2021-01-19,South,Office Supplies,2660.08,-305.52
2023-01-20,Central,Technology,623.39,-74.26
2021-04-30,East,Technology,582.15,86.46
2021-06-13,West,Technology,3710.51,-395.53
2023-08-25,South,Office Supplies,2478.02,-312.38
2020-07-09,East,Office Supplies,2261.83,231.44
2022-03-01,South,Furniture,2040.31,438.96
2021-09-26,West,Office Supplies,560.01,-19.47
2023-02-04,East,Office Supplies,4348.7,823.99
2023-11-17,Central,Technology,152.54,-24.46
2023-09-06,East,Furniture,3007.77,-507.11
2022-11-26,East,Technology,173.87,22.54
2022-08-15,South,Technology,3734.34,396.32
2021-10-28,East,Office Supplies,1993.48,222.92
2021-12-26,East,Technology,3566.26,950.1
2022-02-27,Central,Furniture,3668.31,191.62
2020-12-23,South,Technology,365.87,-19.89
2022-09-15,Central,Office Supplies,4332.83,68.08
2023-08-25,West,Technology,4890.19,-741.14
2021-04-30,South,Technology,2359.71,-203.44
2020-11-07,Central,Furniture,2865.73,750.21
2020-10-16,South,Office Supplies,4364.24,735.61
2023-04-14,South,Office Supplies,510.76,-57.56
2023-01-09,West,Office Supplies,2365.01,-204.08
2021-04-03,West,Furniture,3454.76,395.06
2021-02-17,East,Office Supplies,3011.7,-400.74
2022-04-30,East,Technology,1407.73,-71.81
2022-11-15,Central,Furniture,712.37,209.55
2023-08-12,Central,Furniture,4345.38,222.21
2023-07-16,West,Office Supplies,4444.82,818.06
2020-10-22,West,Office Supplies,1176.48,287.78
2022-12-02,West,Technology,781.54,108.08
2021-08-04,East,Technology,3112.33,-1.61
2022-03-20,South,Office Supplies,1475.54,-1.14
2023-11-29,East,Office Supplies,2421.77,-10.12
2022-04-12,East,Furniture,831.1,-125.45
2023-09-15,Central,Furniture,82.89,6.87
2021-07-15,Central,Office Supplies,430.65,45.65
2023-11-14,Central,Technology,3176.41,-471.43
2022-01-04,Central,Furniture,829.08,-41.32
2022-11-14,Central,Furniture,2759.86,794.52
2021-09-17,West,Office Supplies,3484.36,-45.96
2020-07-29,West,Furniture,2801.7,329.06
2023-07-19,West,Technology,2763.84,-323.61
2022-04-16,Central,Technology,977.44,244.44
2021-08-17,East,Furniture,2602.45,-238.12
2021-03-10,East,Technology,2448.07,112.04
2021-01-02,Central,Technology,4718.2,768.35
2022-10-30,Central,Technology,141.54,-13.04
2022-12-07,East,Furniture,4140.24,-542.79
2023-11-27,South,Furniture,4427.08,-277.43
2022-02-13,Central,Office Supplies,4731.62,-671.4
2023-12-06,East,Technology,937.56,225.92
2021-07-07,South,Office Supplies,4448.8,-680.27
2022-05-22,South,Furniture,652.68,-9.36
2020-09-09,South,Furniture,1959.99,256.95
2022-05-22,Central,Furniture,3343.06,-267.34
2023-02-23,South,Technology,2675.95,682.95
2023-05-01,West,Furniture,4077.44,-786.33
2021-11-17,Central,Technology,4213.88,-429.1
2021-03-20,East,Office Supplies,2778.41,-60.82
2020-11-29,South,Technology,547.91,141.48
2023-01-23,Central,Furniture,2807.6,-472.43
2020-07-28,South,Office Supplies,1980.31,535.65
2021-07-02,South,Furniture,4302.96,-507.74
2021-07-07,West,Furniture,2058.34,143.69
2020-07-27,South,Furniture,1816.72,-76.83
2023-10-13,South,Furniture,310.55,25.05
2022-02-15,South,Office Supplies,756.88,220.02
2022-10-17,East,Office Supplies,290.5,-28.69
2022-04-01,South,Technology,237.72,-1.52
2021-07-02,Central,Furniture,2057.02,498.56
2023-12-18,Central,Office Supplies,1105.11,-194.91
2023-02-20,Central,Furniture,4740.89,475.71
2022-01-25,Central,Technology,2129.92,-233.7
2023-11-09,Central,Office Supplies,129.98,35.31
2020-03-26,West,Office Supplies,669.01,104.11
2020-10-21,East,Technology,3756.4,-292.11
2023-07-24,South,Office Supplies,1935.29,166.18
2023-09-15,West,Office Supplies,3130.78,-65.06
2020-12-09,South,Office Supplies,2681.19,725.86
2021-10-22,East,Office Supplies,558.19,-97.85
2021-09-18,Central,Office Supplies,2054.25,317.06
2023-07-28,East,Technology,157.86,36.7
2022-05-02,South,Furniture,4447.25,-503.66
2022-04-22,West,Furniture,4217.08,664.11
2020-01-04,East,Technology,3115.27,175.78
2021-03-17,East,Office Supplies,1025.47,-166.58
2022-10-06,Central,Office Supplies,2853.25,-195.17
2020-11-23,East,Technology,2222.38,430.58
2022-09-03,West,Technology,1057.52,-187.05
2022-09-24,East,Technology,139.81,17.13
2020-02-20,West,Technology,700.06,-100.7
2020-11-30,Central,Furniture,2208.75,558.72
2020-05-10,Central,Furniture,4398.14,1020.91
2022-05-14,South,Furniture,406.72,80.48
2020-08-09,South,Office Supplies,4560.62,63.67
2021-04-27,East,Technology,922.28,-147.5
2021-05-21,West,Office Supplies,1024.47,-114.28
2023-10-23,West,Furniture,4124.76,1229.5
2022-04-26,East,Technology,3982.95,-73.7
2020-10-25,West,Office Supplies,2029.95,-115.1
2023-08-28,Central,Technology,3740.14,-230.4
2022-08-06,South,Furniture,4001.41,-468.87
2023-06-13,West,Technology,4188.52,-25.51
2023-06-24,South,Office Supplies,4093.93,632.29
2023-10-22,Central,Office Supplies,2861.24,668.87
2021-10-26,West,Office Supplies,3895.98,-434.79
2020-12-04,Central,Furniture,1518.45,-291.18
2020-08-25,East,Furniture,1763.58,516.42
2022-03-03,East,Furniture,3482.65,102.39
2023-03-20,East,Furniture,113.01,-16.41
2021-09-11,South,Office Supplies,2330.51,357.26
2020-07-20,South,Office Supplies,3206.39,713.72
2022-06-21,West,Office Supplies,3414.92,-201.76
2023-12-21,Central,Furniture,4989.19,261.86
2023-07-29,West,Furniture,437.01,26.6
2020-08-27,East,Office Supplies,757.04,-115.77
2023-03-13,East,Furniture,110.73,16.55
2020-07-04,South,Technology,1199.55,16.65
2021-06-16,East,Furniture,4455.34,406.06
2023-12-13,West,Furniture,1388.19,-203.89
2021-08-12,Central,Technology,907.15,197.18
2020-07-28,Central,Furniture,3736.34,-607.93
2021-02-18,South,Technology,4650.86,1221.83
2022-12-23,Central,Furniture,2268.04,403.63
2023-09-06,East,Office Supplies,700.56,-116.43
2020-12-13,Central,Technology,1397.19,194.6
2020-12-13,South,Office Supplies,1418.41,285.18
2021-10-21,West,Office Supplies,1085.35,259.96
2022-09-17,West,Technology,4208.42,1104.21
2020-02-01,East,Office Supplies,2516.03,-204.06
2022-08-11,East,Furniture,3722.42,809.08
2023-01-29,Central,Technology,1291.85,224.99
2020-10-27,East,Technology,2208.67,-178.77
2021-10-05,East,Technology,2930.31,-113.31
2020-12-17,East,Office Supplies,1877.84,382.6
2022-10-26,West,Furniture,1926.18,488.12
2020-02-09,South,Office Supplies,2720.3,-64.39
2023-07-22,West,Technology,3995.6,541.35
2023-03-10,East,Office Supplies,990.39,175.05
2022-08-18,West,Office Supplies,2927.44,114.56
2021-04-12,Central,Office Supplies,652.88,-7.11
2022-06-04,South,Office Supplies,3797.36,-388.04
2023-10-08,Central,Office Supplies,2330.68,40.35
2022-11-12,West,Furniture,2488.19,678.9
2023-01-30,Central,Furniture,281.39,55.86
2023-07-20,East,Furniture,1000.09,111.79
2020-01-27,East,Office Supplies,3665.65,34.9
2021-11-11,West,Furniture,483.55,3.01
2021-04-01,South,Office Supplies,2509.89,628.95
2023-07-03,West,Furniture,4095.76,-307.47
2020-09-12,South,Office Supplies,4715.16,985.11
2022-01-11,East,Technology,4359.35,250.84
2020-06-05,West,Office Supplies,2707.73,-401.82
2021-10-21,West,Furniture,4518.57,538.28
2021-09-17,South,Furniture,2180.45,552.32
2022-06-05,South,Technology,4792.28,392.31
2020-05-05,Central,Office Supplies,3450.16,829.69
2023-12-11,East,Office Supplies,2898.59,448.96
2020-04-20,East,Technology,4943.69,-463.34
2020-10-23,Central,Technology,1917.19,147.41
2023-12-01,West,Furniture,4039.7,592.56
2021-03-29,Central,Technology,1663.88,-160.5
2021-08-27,East,Office Supplies,4240.4,662.56
2020-06-04,South,Technology,1323.47,187.31
2022-01-24,South,Furniture,3879.6,-249.93
2020-01-11,East,Office Supplies,1960.19,232.02
2020-12-09,East,Office Supplies,2835.79,-261.08
2022-06-01,Central,Furniture,3387.88,38.01
2021-07-11,Central,Office Supplies,3886.07,-452.7
2023-10-15,East,Office Supplies,1040.26,11.02
2022-10-14,West,Furniture,505.73,-64.38
2021-02-12,East,Furniture,2498.0,492.1
2023-09-09,West,Furniture,4321.94,310.38
2022-01-05,Central,Furniture,2684.81,-22.97
2023-02-09,Central,Technology,937.07,-139.25
2020-11-08,South,Furniture,3633.37,-405.53
2021-03-08,Central,Technology,1974.83,298.31
2023-09-29,West,Office Supplies,392.27,72.85
2020-07-13,West,Furniture,2134.74,-411.17
2021-10-23,East,Office Supplies,2078.36,180.28
2022-07-31,West,Office Supplies,771.45,213.27
2020-02-14,South,Furniture,4823.95,-178.12
2022-03-12,South,Furniture,900.16,54.34
2023-07-05,East,Furniture,3199.07,-113.65
2020-12-27,Central,Technology,3029.61,294.18
2020-11-18,East,Office Supplies,429.73,113.91
2021-01-07,West,Technology,3198.19,12.69
2021-10-19,Central,Furniture,159.8,6.02
2021-11-04,East,Technology,646.41,136.13
2022-08-29,South,Furniture,3756.02,-183.42
2023-09-15,East,Technology,1381.31,202.18
2022-05-30,West,Technology,3538.27,-409.09
2023-03-02,West,Furniture,2776.42,86.18
2021-03-08,East,Technology,4476.22,466.48
2022-07-30,West,Office Supplies,2555.42,201.42
2020-02-29,Central,Technology,1550.02,439.25
2022-11-07,Central,Furniture,3745.73,-710.45
2023-02-09,South,Furniture,778.21,56.55
2021-06-02,East,Technology,2589.93,709.88
2023-01-16,Central,Office Supplies,3345.49,-180.34
2021-11-20,West,Furniture,2523.13,393.74
2021-10-11,East,Technology,938.99,-173.55
2021-06-19,West,Technology,2750.83,642.76
2022-07-06,Central,Technology,4121.37,284.9
2020-05-26,Central,Technology,3523.28,972.29
2022-02-14,West,Office Supplies,2951.68,-464.77
2020-08-23,South,Office Supplies,2772.36,710.17
2023-11-19,Central,Office Supplies,2594.8,698.95
2022-03-21,East,Furniture,3552.93,-137.95
2023-11-08,West,Office Supplies,3726.8,428.83
2023-02-01,West,Technology,3229.54,345.44
2022-01-15,Central,Furniture,268.17,-48.79
2023-06-09,East,Office Supplies,3016.13,-241.57
2022-05-02,South,Furniture,1207.11,344.07
2023-03-28,West,Furniture,1277.16,333.3
2020-03-16,South,Technology,2432.23,330.65
2022-10-19,South,Technology,1932.62,501.79
2021-06-21,West,Technology,1674.04,133.0
2020-01-12,East,Office Supplies,4784.87,117.97
2022-04-16,West,Technology,2907.84,394.19
2022-01-11,East,Technology,4384.5,-667.82
2020-02-02,South,Office Supplies,2689.15,508.92
2022-09-22,West,Technology,3381.48,603.6
2020-08-14,West,Office Supplies,3197.57,-110.12
2023-01-03,Central,Office Supplies,1982.66,122.53
2021-01-26,East,Office Supplies,4836.18,-9.3
2021-05-16,West,Technology,4296.35,773.04
2020-08-13,Central,Technology,4292.67,547.18
2022-06-18,Central,Furniture,4082.82,567.63
2023-07-11,East,Office Supplies,2883.67,695.15
2021-11-01,West,Office Supplies,2244.16,625.27
2023-11-30,South,Technology,1488.84,19.55
2023-06-02,West,Furniture,2114.89,-378.99
2021-08-09,East,Furniture,171.7,32.44
2022-01-19,West,Office Supplies,1039.73,-84.28
2022-08-06,South,Technology,2075.15,263.87
2022-08-26,East,Technology,988.25,274.23
2023-10-10,Central,Furniture,469.54,122.18
2023-08-17,Central,Office Supplies,648.46,54.35
2023-12-30,Central,Office Supplies,2752.63,-418.69
2020-04-04,East,Office Supplies,4520.6,709.35
2023-02-01,Central,Office Supplies,3394.58,448.05
2021-08-05,South,Technology,4012.81,1025.91
2022-08-17,East,Technology,3561.61,-485.18
2020-05-09,East,Furniture,3605.15,-472.08
2023-12-28,South,Office Supplies,4875.97,1361.25
2023-10-21,South,Technology,709.06,20.43
2022-07-23,Central,Office Supplies,4050.0,734.12
2023-03-10,West,Furniture,4267.67,852.97
